,favorites,retweets
9174,199,21
2606,1611,410
4928,17,2
6564,9,2
9728,148,34
6,4744,762
7835,269,31
6583,37,5
3361,4,0
9288,1180,43
1635,399,60
1141,118,12
359,7243,849
2070,290,100
3134,43,10
5160,38,4
6990,203,13
3243,19,0
2242,649,221
1474,330,30
10200,26,5
3259,2,0
4020,7,0
10493,43,4
8566,192,14
3500,126,20
2658,956,239
10036,28,4
1130,277,30
1819,378,106
7461,50,7
9344,62,5
9311,1731,187
9713,270,15
7064,184,8
4318,13,1
4669,47,3
5476,20670,4126
11692,108,35
10417,393,43
1856,96,47
2282,543,102
10334,278,24
4008,3,0
6401,773,330
11798,61,5
11015,126,10
386,2451,151
1628,830,79
10010,27,8
11078,310,13
7718,89,10
9150,1543,136
11850,43,2
1842,188,93
2497,871,67
201,2437,118
9929,30,5
3868,11,0
5054,19,12
5889,256,65
2702,785,92
7922,66,9
331,404,13
3808,15,2
935,388,94
1774,223,62
9375,756,65
8611,93,1
10865,280,21
989,67,8
5443,3683,235
11452,232,44
6993,31,1
10154,149,33
5806,631,190
10383,279,23
10340,214,27
6574,58,3
3052,20,5
11379,160,42
8365,259,20
4615,21,0
3321,4,0
9052,811,251
6246,334,162
6048,10,2
3311,1,0
9267,72,4
11145,221,17
8210,148,14
3628,24,3
10530,531,34
1356,130,18
5002,6,0
9249,1324,91
5823,353,84
11292,137,21
5670,5625,858
3112,15,0
182,7598,312
10525,1277,41
855,171,23
10017,28,8
4912,39,4
10144,78,18
1800,104,52
10995,471,58
5482,22248,8098
10088,49,5
1968,443,56
9898,1149,227
9693,281,40
4697,5,0
4987,9,3
4650,6,0
1159,253,31
9526,60,8
1325,706,136
9367,1234,59
4796,37,4
6796,15,4
5808,246,57
11730,46,1
1455,246,29
5410,2176,78
8333,273,61
2800,1658,123
7616,17,0
10630,123,5
7815,257,62
4378,20,0
8921,6537,843
9468,60,4
6716,40,2
3736,8,0
2261,794,166
7429,14,0
4005,44,1
2394,145,13
1185,257,25
2007,268,71
193,6499,964
8770,671,52
5525,3827,506
771,8104,2906
1478,454,97
1846,157,52
3740,14,2
7986,102,12
405,1179,113
11334,358,62
10156,65,16
6317,138,61
6581,169,21
1447,338,33
342,4995,453
7468,43,1
727,213,17
4577,6,3
3516,101,24
10564,187,26
9596,728,138
7156,19,1
7851,19,6
1348,401,43
660,4716,451
1492,422,57
10129,21,6
5154,37,4
11385,99,6
2524,525,41
9172,1738,61
10063,82,15
5374,992,194
3198,5,0
5717,2100,863
9072,807,69
10807,122,16
9783,1979,577
8259,82,1
9565,1253,213
40,4986,847
10501,107,0
6816,88,15
9152,105,13
9707,135,14
2723,1055,191
10912,1514,530
10187,70,14
11571,242,53
7155,381,121
9148,769,172
10957,389,50
7230,48,6
5075,0,0
7880,121,9
5394,622,66
10158,437,119
7789,29,5
11097,453,35
4088,2,0
1967,110,9
10678,342,8
10460,755,113
11398,1950,336
6999,29,2
423,6728,1583
11011,334,86
11295,187,26
10189,30,4
6142,33,2
5661,3536,654
9031,32,1
4596,10,2
2659,2005,600
141,1001,36
2597,325,53
6701,11,1
1377,191,31
3674,29,5
11763,172,59
6362,155,25
11127,260,30
4741,5,1
1138,143,20
7374,93,3
1787,359,66
9553,366,34
4646,46,1
7568,38,5
459,937,20
6115,399,127
8179,122,8
948,269,23
6370,1,0
4628,5,0
7358,15,1
5925,1124,238
6040,204,52
441,6112,2093
6659,87,1
8831,48,4
9046,148,13
3830,31,0
11164,83,7
6144,5,0
10749,795,164
6344,148,93
1958,114,61
155,607,13
4578,20,5
1089,65,6
6049,198,84
10877,543,79
9122,418,18
7950,32,2
1674,163,13
6763,79,16
9956,150,33
6416,285,49
11877,252,82
2326,271,23
7096,11,0
10202,72,14
9368,665,98
6450,286,143
1715,318,40
8381,46,5
3831,163,14
6299,94,40
3348,138,2
11391,210,49
587,3755,344
11314,340,18
2990,384,42
11026,57,4
9408,379,37
10540,150,19
264,7144,978
9393,672,81
6788,204,20
10591,470,65
3864,7,0
6274,245,58
11650,358,83
3711,21,2
8438,30,0
1529,276,69
9757,272,24
923,130,6
9354,60,2
7329,0,0
4364,13,2
669,4743,420
3604,103,1
5108,0,0
10699,48,0
5248,9,0
7183,23,3
2591,531,50
5906,223,46
6509,35,1
7133,1129,95
2307,165,18
8804,484,12
3690,13,1
687,5988,1080
612,2579,269
7167,179,18
9403,45,2
3200,43,2
6629,12,1
4135,36,0
1898,376,112
282,244,11
258,3531,784
11200,367,109
4943,29,5
2822,2721,479
3525,109,34
11478,881,89
5223,19,0
2285,1914,500
6063,174,86
8078,226,5
4654,14,3
5000,18,4
6710,73,4
11083,266,13
8676,3806,818
5416,4287,272
475,2844,127
2555,2231,120
8087,174,12
7,5956,144
6411,0,0
10885,467,22
10590,191,17
5546,3545,557
2426,417,6
6744,20,2
11441,173,17
2274,0,0
9203,1324,86
1577,166,26
7264,137,9
3970,31,2
5879,117,40
10005,34,7
11087,542,66
7193,16,1
3867,61,2
11190,0,0
6823,95,0
7548,1407,502
781,15108,3903
1749,317,51
6519,755,3
5774,976,330
2324,583,71
5055,9,1
10712,890,18
1727,381,49
610,4988,804
4666,13,2
5413,1067,80
8103,153,29
8174,1179,164
8535,121,16
3750,10,1
97,297,21
6985,552,40
3137,23,1
1537,148,20
3648,32,3
1517,295,44
11114,83,2
4624,20,5
6566,19,1
2090,181,61
7097,135,20
6171,247,161
7521,9,1
572,6619,535
10774,40,1
3062,15,1
597,2899,372
6633,90,9
11204,816,75
7875,440,12
7345,312,17
6304,565,450
9552,209,12
11219,286,117
5976,484,305
8562,422,16
1938,165,80
8100,57,0
1753,161,42
3670,73,10
9558,40,0
2361,279,23
4260,41,1
5432,8620,651
6285,11,1
9377,93,14
11248,423,39
9332,1002,86
10164,40,8
9852,117,13
5591,3866,686
1171,126,15
7927,49,2
9575,1085,91
11115,86,3
9622,70,9
10884,112,7
874,166,7
2297,197,6
11055,79,1
2643,709,100
5347,8356,3281
9032,226,37
11808,58,4
581,5158,674
204,662,38
7896,51,2
2014,2,0
905,134,4
631,3049,422
8461,615,66
10275,779,133
1974,208,36
162,464,11
4998,0,0
4713,11,1
9067,1063,93
1431,132,23
6868,192,4
10854,30,0
7710,17,2
7736,185,6
4283,115,0
7531,9,1
9473,296,28
3384,7,0
11366,151,25
9664,2,0
9906,43,10
7462,136,10
3331,45,2
6404,139,37
8895,122,5
2096,720,100
9979,143,18
7999,28,0
5017,69,3
8738,33,4
1449,438,73
6900,55,5
2610,997,251
1900,424,117
8186,121,13
3920,45,0
2757,316,23
6397,313,105
10297,248,31
2097,113,34
8329,738,80
11231,147,4
5624,5795,1041
9028,2681,292
3471,54,5
8266,42,4
2171,628,118
10968,191,1
10909,461,131
8590,94,4
2010,104,98
11878,157,46
1283,105,9
11410,97,2
1019,864,79
8667,751,37
2810,4980,1450
10251,89,15
1651,162,34
11576,476,100
1169,423,61
6256,5,0
5469,2137,140
10374,758,92
867,196,16
5093,2,0
5433,8061,636
541,1880,65
9324,166,11
11693,448,269
6354,89,33
11094,280,32
3390,40,2
9562,113,11
11807,196,24
3959,84,3
6643,312,18
6841,17,4
9845,464,43
3586,104,9
9605,1804,322
2563,1249,38
5036,11,0
1080,310,24
5891,2646,2407
4966,13,1
2023,165,25
10675,908,71
7909,477,26
10365,278,29
7321,337,38
226,1341,121
1013,527,49
1929,1038,240
9962,27,4
5251,10339,1037
2179,707,126
697,155,11
1124,255,38
7378,98,19
9750,288,51
5110,66,10
7902,305,86
1778,308,49
9485,1523,251
2634,0,0
7544,130,6
7604,17,1
3489,74,4
1037,597,99
9718,501,19
8505,54,4
2649,659,68
2979,5,0
2547,315,42
5132,21,3
2159,244,68
9114,117,11
6445,153,51
3967,1,1
1428,206,34
10399,392,5
2520,4421,461
8033,193,5
11836,206,27
11734,101,3
448,2,0
10077,197,11
5995,238,101
9551,379,30
3727,12,0
7353,70,8
8553,1415,70
6279,255,69
10620,432,104
7295,346,26
6251,373,169
5926,979,246
2460,2588,194
22,5655,724
2066,282,48
1653,125,27
8894,523,46
8706,317,36
1376,308,49
1724,262,35
3754,72,4
8652,95,5
4183,5,0
4082,18,2
8474,215,10
6579,131,32
4558,5,2
3537,162,27
7003,92,8
11255,56,5
9778,105,9
8789,326,39
646,3438,241
6381,524,180
7527,12,0
11525,83,4
7165,664,137
9493,2057,300
7697,268,76
11179,1582,307
4875,39,3
10206,52,5
5341,909,111
7031,19,3
2160,1527,580
685,633,34
2461,875,63
7128,6,0
6267,510,171
4941,15,0
5946,329,122
4583,11,2
5784,1097,364
7569,26,1
10119,40,3
521,12726,1415
8714,141,7
3983,4,0
11362,577,218
780,7521,2752
10871,196,14
5607,9210,3620
5978,112,34
8843,1327,177
3747,63,10
2196,142,29
8561,669,3
11750,192,43
4285,6,0
8569,400,13
6979,49,5
1827,402,84
9154,907,125
11497,151,13
2376,216,21
8551,1567,110
3839,52,10
1246,470,105
7504,9,0
6511,74,1
5439,18580,5806
10982,142,2
8964,56,0
11552,114,11
5510,700,52
5330,4216,271
4531,19,2
365,1086,173
11867,112,8
147,3461,105
1668,181,35
10509,1074,55
7650,192,8
8599,2,0
7788,56,2
3456,92,4
3271,101,0
4940,7,1
9223,1174,119
6230,171,111
10580,1378,181
9642,1394,63
9047,321,8
3926,44,1
10149,34,3
8080,12,1
78,4144,64
7088,21,1
2247,123,11
9805,49,7
11823,158,3
9841,122,23
7451,13,0
8980,82,5
2279,357,45
8123,61,4
3897,32,0
10043,34,5
7177,16,1
9312,1698,267
11237,246,39
3631,113,1
10242,837,93
6272,282,69
8616,53,2
392,2217,568
3191,145,10
16,5173,551
4200,9,0
2672,613,19
6164,280,162
3493,56,2
7394,37,3
4839,19,0
593,1334,107
11068,319,31
8737,599,50
5827,448,147
7961,42,10
5887,216,45
2355,560,23
6036,8,1
4798,14,0
10271,779,74
4592,23,3
8656,538,36
163,3729,967
11006,466,53
11212,213,8
11620,21,3
7380,12,1
11835,197,62
6356,997,636
9092,1275,63
5542,11453,3275
6007,166,74
7993,28,1
7638,38,0
6793,178,6
7758,105,14
4837,43,1
2293,3078,370
6548,30,7
7898,58,8
4481,8,2
3716,29,1
6140,462,187
1549,1023,108
2044,320,201
767,10197,1759
5693,2951,470
7870,341,110
7857,15,1
3302,6,0
4517,40,7
10778,66,6
9606,2363,181
3292,47,7
9011,239,17
1403,342,49
1382,389,47
6928,9,1
5671,5071,1641
1638,376,44
11643,33,4
6907,13,1
8591,413,39
6406,0,0
9074,1024,60
1179,170,23
5448,1271,121
5078,20,3
8648,812,20
5175,3,0
689,6536,1118
10520,77,12
6525,415,24
11672,489,180
6488,188,11
7154,503,82
11854,177,21
6610,201,20
11462,619,27
4349,3,0
1884,353,70
10264,1980,544
2494,520,35
5947,611,153
3036,17,0
5777,671,192
845,125,12
8734,631,51
7967,103,15
10072,331,66
7340,97,0
10698,292,15
9836,214,35
7137,11,0
2964,9,1
2529,1418,26
5772,913,291
1048,464,46
7045,360,36
1960,357,80
2530,2854,275
8429,224,27
4917,124,3
9325,385,37
5901,406,82
8286,522,65
4259,107,11
10182,55,12
5656,7152,1949
6097,281,102
5907,529,144
7373,23,4
2978,44,0
10529,3992,186
11052,137,35
6721,48,7
7842,147,22
8264,40,3
10422,133,7
3138,70,0
8325,196,12
11802,90,5
1826,416,117
5548,2622,352
8785,124,12
560,5703,1385
10466,62,3
8435,1037,202
5435,7833,1511
4437,39,1
8597,491,33
1442,253,54
8453,303,48
4406,9,0
11327,503,66
1689,387,40
11732,68,1
10683,198,18
5962,3921,1772
2496,703,189
9731,94,2
340,7044,1681
2408,1260,119
9919,35,2
5782,967,435
4576,20,4
3725,31,0
2785,839,34
1012,411,69
5280,3869,241
4895,5,0
7121,436,70
6549,38,2
4037,15,0
148,4192,207
285,5478,926
11473,93,9
8555,1902,439
9983,30,5
6770,12,0
4443,3,0
7446,41,9
236,1575,237
11397,451,52
7123,21,1
9917,97,12
3083,214,15
632,3203,627
6813,100,3
2493,920,16
2665,1460,222
10082,349,42
11202,176,6
9999,105,12
10058,56,9
4211,31,6
9686,498,29
3874,47,2
9424,57,5
2817,1836,67
9810,274,40
11665,99,30
10668,202,41
7426,2,1
10216,904,21
10061,1181,121
10933,225,23
1735,462,58
7397,47,4
4255,27,1
9833,205,50
2475,355,76
11868,141,5
3713,103,4
10665,264,39
1804,333,99
707,322,31
10922,112,4
5189,1,0
5472,17931,3471
72,4313,602
7843,315,16
5101,33,11
6764,118,21
9382,526,73
1125,142,19
1241,93,15
9794,763,94
2349,248,37
6602,20,0
6780,43,2
4358,30,6
1343,213,30
11873,161,74
10316,172,3
11382,333,36
8632,38,2
6652,33,5
1100,159,12
9160,63,10
8841,3830,1238
9738,556,68
7327,269,12
7622,41,3
987,104,14
2852,544,32
8853,124,9
630,2447,149
1249,140,6
3179,57,3
482,4811,820
9776,467,30
9654,450,46
3040,184,21
5010,24,6
10377,1959,137
7000,29,0
3273,12,1
7227,9,2
3683,65,6
6674,9,0
6807,176,10
11573,358,70
1316,174,24
3225,42,0
1072,518,77
4815,30,1
10039,179,32
5752,334,89
10862,623,123
4616,23,0
3097,37,4
11209,47,3
6869,70,5
1300,119,17
7285,9,0
6284,208,138
5495,20964,4035
5291,3835,390
9600,2155,194
1798,470,76
9667,118,14
5203,11,1
8227,31,0
5047,5,1
6441,122,26
8636,211,22
8105,37,4
2359,819,117
11148,67,12
3654,30,1
7052,19,0
1286,185,27
10838,123,14
4445,10,0
2137,316,86
6787,111,25
11639,62,7
10105,91,24
10649,62,1
6894,12,1
11076,69,5
8564,848,106
7151,15,1
963,520,35
6012,519,112
4882,32,2
140,2648,131
10725,161,5
8906,20,1
6936,104,9
6542,78,3
5243,0,0
4431,39,6
9927,40,7
406,5852,497
8212,159,10
9196,1084,164
9940,434,108
10246,110,20
9135,130,7
8234,80,6
4399,59,5
5252,1741,111
11,4449,1175
4760,8,0
1177,190,28
2863,2735,796
6471,135,3
6228,186,70
9218,880,76
2989,181,36
9153,671,68
7117,41,0
7010,87,6
10162,34,7
8927,755,48
1440,470,53
11583,144,15
2875,1499,139
9108,1100,97
10802,109,31
10447,63,7
7232,100,6
3726,18,4
2772,2380,223
9816,289,22
454,5880,1572
9013,633,41
8189,144,1
1367,349,48
3712,51,3
11712,32,2
1388,205,42
9042,137,15
1000,440,20
7761,405,16
3553,40,10
4114,21,1
9829,1323,143
1667,146,26
3173,100,2
9539,743,54
11168,128,14
488,1610,41
3230,137,22
3828,22,1
10278,763,312
5208,20,4
7848,231,48
5704,2442,1022
11458,299,16
8133,775,61
703,120,17
5105,2,0
10567,8504,1454
3291,29,0
8125,246,6
9519,267,19
11655,42,4
10713,112,4
4909,43,8
4440,27,0
986,101,9
10973,679,114
10761,656,64
7705,113,17
6257,280,77
6089,211,85
5238,54,22
1198,208,27
9710,433,15
10769,101,6
7519,119,9
6812,175,9
9206,2557,1187
8320,55,5
9556,474,38
7175,56,4
4470,21,0
891,323,58
1969,443,106
5757,1393,621
6527,673,54
6294,1,0
7595,181,5
9110,848,46
3249,56,0
6570,32,3
6638,24,1
7351,264,13
11469,94,4
9400,321,19
7473,36,0
10940,80,2
10306,1272,71
1239,332,37
2289,593,57
2740,649,104
8467,238,0
4585,10,3
9227,876,29
1229,236,25
9200,496,63
6980,191,18
5178,3,0
4293,10,4
1058,250,46
6262,819,234
281,1237,44
9235,2534,302
9508,837,78
968,89,7
3953,9,0
1939,3,0
10046,401,27
1274,105,10
619,4518,362
10097,22,6
1742,459,64
1390,517,70
2203,432,64
9771,147,22
9847,266,64
3568,41,1
6116,228,53
11852,4,0
6052,228,93
3178,2,0
3192,10,0
9499,2892,445
6099,221,92
7029,29,1
575,799,29
6656,117,18
7115,18,2
10462,108,13
6276,523,136
9472,134,17
10672,73,3
5897,98,31
5724,6038,6482
269,2195,127
629,2099,53
3081,31,0
3466,18,2
6430,613,446
11066,165,41
7062,59,2
11560,181,12
5543,13925,2880
4356,2,0
10826,205,39
2113,134,22
8219,585,29
3216,85,5
3814,5,1
8321,29,4
10199,0,0
2278,1008,432
4599,230,81
13,2652,450
10962,472,49
1525,315,39
2365,2340,133
4648,14,2
374,1786,133
10116,240,28
6477,502,27
525,852,786
9131,2172,109
6895,75,7
3591,31,4
7904,62,10
2958,41,4
529,768,102
3714,87,4
4732,19,4
9461,389,24
1394,669,107
9989,239,28
9633,2,0
5631,5032,1019
9465,265,41
6563,20,1
4703,3,0
1712,44,5
11594,121,7
955,1053,240
6675,20,3
3453,12,0
9579,189,16
8595,271,2
2071,365,85
11575,123,1
158,5006,540
7005,76,3
9094,285,10
352,884,262
6078,268,93
6236,12,15
8946,161,2
11860,162,9
2920,5043,389
8503,3658,558
4644,9,0
661,1223,124
7057,33,2
3665,10,2
7979,35,0
306,9265,961
4790,4,1
2356,830,118
1927,162,35
11092,347,70
3427,15,0
8941,123,6
3638,12,0
1266,0,0
1560,1611,342
7179,637,52
4109,32,3
7867,10,1
4904,6,1
7294,33,1
514,15383,1440
894,192,36
8601,894,53
21,4406,688
899,310,57
207,6411,1270
458,1345,75
2430,1302,335
8442,1762,182
9299,981,58
3389,28,2
9905,135,22
3911,77,5
5383,925,64
8907,919,124
552,360,13
9631,2261,443
3144,30,0
6917,55,4
2056,253,66
1925,1,0
634,4212,606
6082,3,0
8508,32,2
11833,65,9
11504,97,11
8619,264,8
11510,154,30
105,2687,257
3041,16,1
1709,150,16
89,4371,769
7014,53,2
3174,147,11
917,137,13
7833,84,8
6732,50,7
1949,314,124
6368,187,45
1,4815,516
8032,38,4
6047,248,92
9127,330,17
10946,330,27
2720,1419,138
8783,1656,243
11661,403,134
3117,103,12
11389,182,8
9768,370,69
3762,5,0
213,10293,2749
778,8492,3600
3496,17,3
10983,258,30
2043,315,65
8920,196,9
5420,1090,99
6154,280,45
9759,148,16
8357,184,23
10929,376,48
8465,143,13
4167,30,0
3788,31,0
8586,77,1
583,7223,1406
11780,45,0
11870,243,102
116,288,8
6644,17,3
10726,57,2
11826,33,4
11607,65,12
10640,543,59
8712,235,20
1763,397,67
1875,106,32
3224,211,24
526,2890,355
7725,386,71
2946,73,4
4473,14,0
5655,1407,353
8884,143,10
6059,206,89
959,145,12
6342,71,29
3633,11,0
1050,111,11
8782,108,8
8711,43,3
3380,53,9
3676,71,3
5776,601,129
10739,119,19
6573,89,4
5179,2,0
1607,112,17
3610,25,1
11597,172,5
6635,12,0
11886,35,4
10001,26,3
791,252,38
8984,1868,107
3056,14,4
10047,16,3
1980,388,104
3598,21,1
933,275,51
7424,12,2
5626,3028,215
1682,173,25
4179,2,0
6446,385,268
4116,6,1
988,157,16
2896,3526,413
3778,30,1
5658,7378,3816
3093,9,0
3155,3,1
1823,491,136
11438,362,127
1098,107,11
2844,1593,193
9078,35,1
3342,35,2
38,2920,874
6540,1242,202
11112,154,12
8707,1195,92
3356,262,45
9645,1551,144
7813,21,1
9098,2145,326
8220,202,5
10964,126,6
2428,608,46
5043,11,0
5346,1988,205
8954,3,0
4811,19,0
8476,52,4
686,3157,158
4799,20,3
7437,116,3
2353,423,53
6353,100,50
4569,6,2
8213,255,16
2752,353,56
9077,463,18
8073,723,82
9109,218,19
1040,461,41
7491,202,19
1265,360,38
11010,138,22
7059,31,2
277,869,100
5084,7,2
9437,601,131
2382,244,16
571,5141,911
1435,522,50
9439,769,104
5352,4163,1096
5445,23631,3421
1007,67,6
4543,39,2
10477,689,59
2064,151,23
1136,398,52
9882,351,94
5343,8125,1920
10177,30,5
294,933,36
9739,197,16
10204,258,47
8780,453,32
2403,1139,70
3998,17,1
11082,347,36
3741,16,1
10959,758,122
2719,294,41
10934,249,9
5150,15,1
2808,1491,210
9017,1944,221
556,5274,729
10602,2702,247
4795,17,6
2469,155,5
3738,20,0
4286,27,3
9908,1265,229
2604,87,11
362,5434,1617
6924,191,19
1704,131,17
2139,47,22
3239,12,1
2383,812,54
7314,47,2
4311,17,0
9477,4184,473
1312,104,15
11199,222,39
3930,87,3
6183,342,117
1591,467,108
11156,39,5
2162,674,115
2396,598,48
317,6085,1261
9516,310,18
5233,19,0
5068,20,2
4036,8,2
8987,43,4
3020,76,6
9903,287,46
8228,220,51
9105,558,35
5295,14217,4882
3972,35,3
5370,1579,171
4133,7,2
974,236,42
7291,36,1
9175,528,55
954,705,73
9610,88,10
9752,96,13
9547,689,58
11059,140,24
5016,64,4
11565,601,273
9179,705,69
7490,528,36
1640,294,41
1290,520,67
1380,480,70
1933,118,27
4675,20,6
10222,378,32
892,220,27
7287,30,4
4876,32,1
7906,47,2
8194,181,11
11147,163,3
10301,1089,107
9041,478,22
2466,805,38
7657,13,0
10106,149,49
9788,1031,107
1913,341,174
2736,822,247
726,72,8
7214,115,24
8245,39,0
1796,455,126
3845,26,3
6402,438,129
936,777,150
2265,523,90
824,129,11
7274,23,1
1389,153,16
3564,65,2
9076,124,1
5429,8181,1359
7827,134,13
5690,3333,1341
7878,63,4
1868,619,262
8202,0,0
7486,42,3
9655,329,24
806,396,35
4805,30,1
10487,513,81
10300,700,70
10870,1219,154
11834,220,9
9155,2390,157
7511,11,0
8056,195,11
4494,192,3
2632,137,9
10574,292,10
8896,689,29
8623,171,17
7832,97,2
4388,26,1
145,3151,127
6467,6,0
2033,275,121
10839,73,2
1165,347,59
2050,166,35
3760,29,0
4435,160,5
3430,64,2
8190,93,2
10408,1389,65
7069,7,0
4361,5,1
9454,457,60
1771,229,53
3511,24,1
271,4710,219
8436,237,36
2032,648,123
9005,858,175
11487,24,1
3810,57,1
9996,73,13
4346,23,1
545,4457,877
3241,48,7
8930,167,12
8502,1392,90
9323,113,4
11787,156,7
7564,27,3
920,146,15
10829,284,26
6640,37,10
7694,9,0
8230,226,2
7126,97,1
4278,46,2
2983,146,8
130,6294,1135
7980,37,2
2667,1636,72
7138,562,75
3223,98,0
9374,866,58
7693,143,5
5392,1583,352
614,2278,331
11771,76,7
1466,69,5
4497,48,0
3042,5,0
9126,1379,34
2419,132,10
5085,0,0
3294,20,1
6737,52,11
1500,236,52
9018,1435,37
1521,618,52
10828,485,76
4232,70,8
7686,184,30
8820,728,42
4430,41,4
390,6679,409
11722,349,44
7124,41,3
5913,449,202
8592,1,0
4806,22,3
10634,152,7
8238,111,21
8044,29,8
11625,175,26
3993,7,0
11351,65,9
6609,55,4
5319,1466,104
11698,391,126
7119,27,3
2421,1205,271
5604,1513,196
1750,223,56
10707,67,4
11550,412,41
338,7,0
8407,877,104
1341,59,4
11343,590,66
7982,12,2
3640,19,0
329,5066,469
10491,71,1
3004,71,4
6960,12,1
4090,253,98
9828,1617,261
2322,422,64
6667,69,7
7009,117,7
4197,7,2
3549,52,4
9650,331,35
8363,68,1
4203,29,1
11065,74,2
10614,110,1
6185,83,20
1639,347,36
9130,92,7
60,4878,138
1240,91,15
5760,856,272
5136,12,3
2343,501,79
2120,478,71
1524,69,7
7617,23,3
153,3869,214
481,1759,56
6122,355,236
7674,1906,454
7101,36,3
1762,1182,421
8942,72,4
7715,112,8
9977,23,4
10783,574,29
7479,23,3
6212,357,85
4853,36,3
2711,1493,220
6766,30,2
4150,7,0
1333,300,28
11181,965,300
8378,26,4
9328,156,9
11158,269,43
11537,189,10
10250,146,39
10832,279,20
3850,28,0
8340,278,25
4124,46,2
10645,1174,40
4788,6,2
2866,182,4
1386,445,58
5941,628,212
3067,7,0
11529,125,19
3629,18,0
11240,320,26
10628,125,6
3028,3,0
2969,13,1
9900,73,6
8646,151,7
6136,374,102
8801,33,1
4263,26,0
645,4309,444
11475,68,1
2074,441,62
341,4533,199
8041,79,2
1622,512,92
7141,64,1
5796,743,302
7184,103,15
11085,81,2
8232,296,10
5475,10210,689
10281,664,91
10367,377,10
10996,92,2
74,8283,169
11762,262,21
10268,131,13
8633,83,0
11337,162,18
2051,1366,814
2541,1080,101
1301,118,20
5877,348,190
7368,101,2
1304,380,45
8428,102,1
10797,50,11
2599,827,52
2573,302,15
3186,8,0
2768,126,14
4831,36,1
4223,127,6
11471,41,13
2106,513,124
2679,660,73
1387,4,0
10608,226,5
11482,256,22
7083,359,56
1279,389,73
804,270,54
1555,193,30
11275,150,21
4566,19,5
11493,69,9
4841,42,1
3594,58,1
6035,5,0
6852,8,0
10112,52,13
8705,608,143
4177,9,1
1308,205,32
9106,704,40
3452,9,2
3695,33,4
4242,53,0
2198,733,112
8966,57,1
4425,6,0
6150,357,150
943,217,24
822,84,15
5005,25,4
6612,202,20
8356,2020,167
5619,3607,1000
4547,150,20
2538,296,32
9503,70,4
5207,25,5
11306,398,46
11143,82,10
3054,12,2
3675,43,3
7776,191,27
7218,23,2
6722,22,1
3300,86,8
3310,115,14
7221,125,19
8519,876,74
5954,334,53
832,82,6
3462,26,2
11086,180,46
7643,42,4
54,4470,108
3451,49,10
6305,1217,931
10093,30,4
1481,81,10
4873,4,0
8038,48,7
3335,27,4
6016,655,159
4926,0,0
9138,2900,1209
5797,221,51
10353,154,11
11686,59,4
5083,37,0
6645,17,1
5490,9456,1429
768,11005,3729
2065,540,128
11290,368,17
7311,14,0
8477,1058,32
11810,63,6
4524,18,0
10524,736,67
2717,2393,336
2079,218,60
8914,381,70
951,277,20
8058,50,0
2482,750,58
10454,281,9
9181,149,56
1759,1734,272
9984,2140,672
4422,7,0
6704,52,6
9916,50,3
5182,8,3
8533,126,7
3701,41,2
4243,31,0
688,2895,333
3432,22,3
4944,19,0
966,651,67
11272,123,11
10395,755,81
2713,0,0
4757,48,0
11345,57,1
6320,460,247
5975,4,0
3572,50,5
5299,7127,428
1990,217,72
1205,416,43
4971,3,1
11559,142,8
6783,13,0
3600,54,5
6490,13,1
8609,2489,370
11861,181,24
8070,20,0
8577,58,0
7973,291,8
11062,34,0
1625,542,57
536,2388,69
8766,1390,161
7970,105,27
4212,19,3
6456,365,93
3507,20,0
8393,168,7
9524,1710,201
7112,95,7
2708,467,83
5031,19,2
6514,16,0
4662,55,3
4021,15,0
1854,93,66
11201,1426,254
2872,636,126
3030,4,1
9397,85,12
1645,281,55
3417,5,0
3476,69,0
11352,99,13
1792,1,0
3797,8,1
3368,7,0
7196,58,10
11460,227,22
5109,26,8
6024,153,44
8795,176,9
11042,102,10
126,4885,1057
5959,571,192
3876,8,1
4451,8,1
7147,70,14
3531,17,1
827,261,12
9831,131,29
7790,111,5
984,80,9
7783,1311,140
10380,1010,84
11387,98,14
2443,640,61
8554,1824,131
10541,184,17
345,6310,335
814,79,7
6166,35,14
5779,820,401
2116,1417,254
10026,82,19
793,292,27
11820,101,28
6898,29,2
2674,144,5
94,4749,1102
4225,5,0
3756,2,0
2891,1556,413
2371,562,23
11157,225,50
3228,22,6
7863,22,0
6359,181,59
10928,425,155
7326,58,3
6028,98,46
1865,111,21
4612,63,11
10049,84,9
2645,70,4
2243,378,85
5373,1109,71
2336,1250,189
950,212,30
1120,492,89
2204,163,48
419,2570,240
922,164,28
9446,656,63
8669,356,45
10227,1004,148
5408,1861,203
5788,961,323
5742,5884,2177
7667,41,2
5567,3575,895
8135,167,28
1202,127,10
5765,33,6
8389,1181,103
1970,572,313
4018,10,0
10343,45,4
3687,12,0
1997,409,86
4033,5,0
1248,729,90
2192,585,103
2712,2242,274
9184,2329,191
2190,139,32
4670,24,5
5142,1,0
5984,76,30
6565,25,2
7804,295,58
6943,18,3
9510,151,18
10055,222,19
10535,108,6
10641,651,51
2136,49,13
1065,231,26
600,1620,70
4227,4,0
10813,112,21
7577,54,5
77,7036,190
7546,189,43
2898,2422,455
4820,36,0
9506,29,4
11054,99,12
6413,390,198
9444,134,11
9064,74,0
8007,13,0
5468,3987,309
5951,607,274
3391,28,0
5415,3780,486
2560,962,197
11758,151,16
8162,48,8
2635,171,5
5256,4880,1003
3530,60,5
8567,143,23
1908,544,94
11005,349,22
